code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,disability,label,sum_clicks,avg_clicks_per_day,avg_score,num_assessments,num_passed_assessments,exam_score
AAA,2013J,101781,M,South Region,Lower Than A Level,80-90%,35-55,0,N,1,4104.0,4.495071193866375,72.6,5.0,5.0,0.0
AAA,2013J,102806,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,N,1,1944.0,2.4891165172855314,78.0,5.0,5.0,0.0
AAA,2013J,102952,M,London Region,HE Qualification,60-70%,0-35,0,N,1,1150.0,3.6741214057507987,76.6,5.0,5.0,0.0
AAA,2013J,104476,M,Ireland,Post Graduate Qualification,0,35-55,0,N,1,4777.0,4.815524193548387,79.6,5.0,5.0,0.0
AAA,2013J,106247,M,South Region,HE Qualification,80-90%,35-55,0,N,0,465.0,3.206896551724138,60.0,3.0,3.0,0.0
AAA,2013J,106577,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,N,1,733.0,3.316742081447964,53.4,5.0,4.0,0.0
AAA,2013J,110175,M,East Anglian Region,HE Qualification,80-90%,35-55,0,N,1,998.0,2.9096209912536444,63.4,5.0,5.0,0.0
AAA,2013J,111717,F,East Anglian Region,HE Qualification,90-100%,35-55,0,N,1,2343.0,3.9779286926994906,81.0,3.0,3.0,0.0
AAA,2013J,113295,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,N,1,3553.0,3.5494505494505493,77.6,5.0,5.0,0.0
AAA,2013J,114017,F,North Region,Post Graduate Qualification,0,35-55,0,N,1,757.0,3.277056277056277,71.8,5.0,5.0,0.0
AAA,2013J,114999,M,Yorkshire Region,HE Qualification,60-70%,35-55,0,N,1,1358.0,2.6627450980392156,72.8,5.0,5.0,0.0
AAA,2013J,116541,M,Wales,HE Qualification,0-10%,0-35,0,N,1,1886.0,3.669260700389105,62.4,5.0,5.0,0.0
AAA,2013J,116692,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,N,1,1108.0,3.562700964630225,74.2,5.0,5.0,0.0
AAA,2013J,118983,M,East Midlands Region,HE Qualification,30-40%,0-35,0,N,1,284.0,2.5585585585585586,61.8,5.0,5.0,0.0
AAA,2013J,123044,M,South Region,A Level or Equivalent,40-50%,35-55,0,N,1,2041.0,3.401666666666667,71.4,5.0,5.0,0.0
AAA,2013J,127582,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,N,1,1321.0,3.0022727272727274,69.6,5.0,5.0,0.0
AAA,2013J,129955,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,N,0,1011.0,3.3366336633663365,81.0,3.0,3.0,0.0
AAA,2013J,132976,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,N,1,520.0,3.4210526315789473,67.4,5.0,5.0,0.0
AAA,2013J,134143,F,South East Region,A Level or Equivalent,90-100%,35-55,0,N,1,2732.0,4.801405975395431,84.4,5.0,5.0,0.0
AAA,2013J,135335,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,N,0,57.0,2.28,0.0,0.0,0.0,0.0
AAA,2013J,135400,F,South East Region,Lower Than A Level,90-100%,35-55,0,Y,0,287.0,2.63302752293578,61.5,2.0,2.0,0.0
AAA,2013J,137873,M,South West Region,A Level or Equivalent,40-50%,35-55,0,N,1,5528.0,3.923349893541519,80.2,5.0,5.0,0.0
AAA,2013J,141355,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,N,1,1823.0,3.1162393162393163,72.6,5.0,5.0,0.0
AAA,2013J,141377,M,South West Region,A Level or Equivalent,90-100%,0-35,0,N,0,143.0,3.25,45.0,1.0,1.0,0.0
AAA,2013J,142326,F,North Region,A Level or Equivalent,50-60%,35-55,0,N,1,2121.0,3.3613312202852614,73.6,5.0,5.0,0.0
AAA,2013J,144801,F,South Region,HE Qualification,80-90%,35-55,0,N,1,5645.0,3.484567901234568,68.8,5.0,5.0,0.0
AAA,2013J,145130,M,South West Region,HE Qualification,60-70%,0-35,0,N,1,452.0,3.033557046979866,54.4,5.0,4.0,0.0
AAA,2013J,146188,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,Y,0,597.0,3.109375,50.0,5.0,5.0,0.0
AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0-35,0,N,0,611.0,2.6798245614035086,73.75,4.0,4.0,0.0
AAA,2013J,147793,F,North Region,Lower Than A Level,80-90%,0-35,0,N,0,155.0,3.7804878048780486,52.0,1.0,1.0,0.0
AAA,2013J,148993,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,Y,0,1864.0,3.3646209386281587,72.0,3.0,3.0,0.0
AAA,2013J,151358,F,London Region,A Level or Equivalent,80-90%,0-35,0,N,1,270.0,3.033707865168539,50.0,5.0,5.0,0.0
AAA,2013J,155550,M,London Region,A Level or Equivalent,0-10%,35-55,0,N,1,1529.0,3.649164677804296,67.0,5.0,5.0,0.0
AAA,2013J,155854,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,N,1,4003.0,4.156801661474558,79.8,5.0,5.0,0.0
AAA,2013J,155984,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,N,0,908.0,3.706122448979592,80.0,2.0,2.0,0.0
AAA,2013J,157568,F,South West Region,A Level or Equivalent,90-100%,0-35,0,N,1,1405.0,3.639896373056995,70.6,5.0,5.0,0.0
AAA,2013J,159954,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,N,0,1185.0,3.703125,66.5,2.0,2.0,0.0
AAA,2013J,164259,M,Scotland,A Level or Equivalent,70-80%,0-35,0,N,1,466.0,1.9497907949790796,71.8,5.0,5.0,0.0
AAA,2013J,167906,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,N,1,1510.0,2.9320388349514563,69.4,5.0,5.0,0.0
AAA,2013J,168936,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,N,1,745.0,2.466887417218543,66.4,5.0,5.0,0.0
AAA,2013J,172112,M,Ireland,HE Qualification,0,35-55,0,N,1,1939.0,2.781922525107604,69.6,5.0,5.0,0.0
AAA,2013J,172797,F,Ireland,A Level or Equivalent,0,35-55,0,N,1,1782.0,4.293975903614458,61.4,5.0,5.0,0.0
AAA,2013J,174782,M,East Anglian Region,HE Qualification,90-100%,55<=,0,N,1,6318.0,3.8454047474132684,80.4,5.0,5.0,0.0
AAA,2013J,175392,M,North Region,HE Qualification,0,35-55,0,N,1,4447.0,3.3920671243325704,82.4,5.0,5.0,0.0
AAA,2013J,175932,M,North Western Region,HE Qualification,70-80%,35-55,0,N,1,2016.0,4.613272311212815,78.2,5.0,5.0,0.0
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,N,0,138.0,2.76,37.6,5.0,2.0,0.0
AAA,2013J,180753,M,South West Region,A Level or Equivalent,30-40%,0-35,0,N,1,2012.0,2.344988344988345,53.4,5.0,5.0,0.0
AAA,2013J,181316,F,South West Region,A Level or Equivalent,80-90%,35-55,0,N,0,487.0,3.3586206896551722,76.0,1.0,1.0,0.0
AAA,2013J,183096,F,South West Region,A Level or Equivalent,60-70%,0-35,0,N,1,1975.0,3.610603290676417,54.0,5.0,5.0,0.0
AAA,2013J,183947,M,London Region,A Level or Equivalent,10-20,0-35,0,N,1,964.0,2.619565217391304,49.0,5.0,4.0,0.0
AAA,2013J,184271,M,South West Region,HE Qualification,80-90%,35-55,0,N,1,1312.0,2.750524109014675,59.8,5.0,5.0,0.0
AAA,2013J,185439,M,London Region,HE Qualification,10-20,0-35,0,N,0,427.0,4.313131313131313,74.0,1.0,1.0,0.0
AAA,2013J,186149,M,Scotland,HE Qualification,30-40%,35-55,0,N,1,2136.0,3.651282051282051,76.0,5.0,5.0,0.0
AAA,2013J,187100,M,South East Region,A Level or Equivalent,50-60%,35-55,0,N,1,8562.0,4.454734651404786,89.2,5.0,5.0,0.0
AAA,2013J,188278,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,N,0,1434.0,3.648854961832061,76.0,1.0,1.0,0.0
AAA,2013J,189879,M,Scotland,A Level or Equivalent,90-100%,0-35,0,N,1,1541.0,3.486425339366516,79.4,5.0,5.0,0.0
AAA,2013J,192183,F,South West Region,Lower Than A Level,90-100%,0-35,0,N,1,3219.0,4.003731343283582,68.4,5.0,5.0,0.0
AAA,2013J,195262,M,London Region,A Level or Equivalent,90-100%,0-35,0,N,0,1905.0,5.411931818181818,50.0,1.0,1.0,0.0
AAA,2013J,200860,M,London Region,Lower Than A Level,50-60%,35-55,0,N,1,534.0,1.9071428571428573,54.4,5.0,4.0,0.0
AAA,2013J,202635,F,Wales,A Level or Equivalent,30-40%,0-35,0,N,0,1418.0,4.774410774410774,66.66666666666667,3.0,3.0,0.0
AAA,2013J,205350,M,South West Region,HE Qualification,80-90%,35-55,0,N,1,1665.0,2.9573712255772646,72.2,5.0,5.0,0.0
AAA,2013J,205719,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,Y,0,333.0,2.8461538461538463,56.666666666666664,3.0,3.0,0.0
AAA,2013J,227499,F,London Region,A Level or Equivalent,10-20,35-55,0,N,1,2953.0,3.6592317224287485,83.6,5.0,5.0,0.0
AAA,2013J,227517,M,Ireland,HE Qualification,0,0-35,0,N,0,1205.0,3.1136950904392764,62.6,5.0,5.0,0.0
AAA,2013J,228082,M,London Region,HE Qualification,60-70%,0-35,0,N,1,227.0,1.6691176470588236,72.4,5.0,5.0,0.0
AAA,2013J,228222,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,N,1,445.0,2.680722891566265,61.8,5.0,5.0,0.0
AAA,2013J,229179,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,N,1,614.0,3.766871165644172,66.0,5.0,5.0,0.0
AAA,2013J,229361,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,N,1,1215.0,3.481375358166189,78.0,5.0,5.0,0.0
AAA,2013J,231554,M,London Region,A Level or Equivalent,40-50%,0-35,0,N,1,1839.0,4.227586206896552,67.75,4.0,4.0,0.0
AAA,2013J,235507,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,N,0,190.0,2.676056338028169,65.0,1.0,1.0,0.0
AAA,2013J,236284,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,N,1,732.0,3.4857142857142858,78.0,5.0,5.0,0.0
AAA,2013J,238007,M,South Region,HE Qualification,90-100%,55<=,0,N,1,1935.0,2.6043068640646028,79.2,5.0,5.0,0.0
AAA,2013J,240712,M,London Region,HE Qualification,80-90%,0-35,0,N,1,321.0,3.0,75.8,5.0,5.0,0.0
AAA,2013J,240884,M,South Region,A Level or Equivalent,90-100%,0-35,0,N,1,427.0,2.235602094240838,58.4,5.0,5.0,0.0
AAA,2013J,241649,M,East Anglian Region,HE Qualification,90-100%,35-55,0,N,1,1892.0,3.3019197207678883,78.8,5.0,5.0,0.0
AAA,2013J,241729,F,East Midlands Region,HE Qualification,60-70%,35-55,0,N,0,1829.0,2.917065390749601,58.6,5.0,5.0,0.0
AAA,2013J,242793,M,London Region,HE Qualification,20-30%,35-55,0,N,1,658.0,2.5019011406844105,77.4,5.0,5.0,0.0
AAA,2013J,246834,M,South West Region,A Level or Equivalent,90-100%,35-55,0,N,1,1174.0,3.3447293447293447,55.6,5.0,5.0,0.0
AAA,2013J,248270,M,North Western Region,Lower Than A Level,20-30%,0-35,0,N,1,1969.0,2.6183510638297873,78.4,5.0,5.0,0.0
AAA,2013J,255548,M,Wales,Lower Than A Level,20-30%,35-55,0,N,1,2580.0,3.165644171779141,71.4,5.0,5.0,0.0
AAA,2013J,256815,M,North Western Region,HE Qualification,10-20,0-35,0,N,1,1481.0,2.859073359073359,76.8,5.0,5.0,0.0
AAA,2013J,258392,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,N,1,844.0,2.822742474916388,58.8,5.0,5.0,0.0
AAA,2013J,258894,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,N,1,4963.0,3.6226277372262774,64.8,5.0,5.0,0.0
AAA,2013J,260355,F,London Region,A Level or Equivalent,80-90%,35-55,0,N,0,426.0,3.1791044776119404,57.5,2.0,2.0,0.0
AAA,2013J,262011,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,N,1,1066.0,3.0898550724637683,71.0,5.0,5.0,0.0
AAA,2013J,262934,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,N,1,2407.0,3.3570432357043236,76.6,5.0,5.0,0.0
AAA,2013J,268073,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,N,0,3210.0,4.483240223463687,74.6,5.0,5.0,0.0
AAA,2013J,268733,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,N,0,188.0,3.418181818181818,43.0,2.0,1.0,0.0
AAA,2013J,271251,M,Scotland,A Level or Equivalent,80-90%,35-55,0,N,1,3348.0,5.23943661971831,76.4,5.0,5.0,0.0
AAA,2013J,277880,F,South East Region,A Level or Equivalent,60-70%,0-35,0,N,0,2016.0,4.2893617021276595,67.66666666666667,3.0,3.0,0.0
AAA,2013J,279572,M,London Region,Lower Than A Level,40-50%,0-35,0,N,1,1183.0,3.983164983164983,79.2,5.0,5.0,0.0
AAA,2013J,281022,F,Scotland,A Level or Equivalent,30-40%,0-35,0,N,1,492.0,2.6885245901639343,73.4,5.0,5.0,0.0
AAA,2013J,281250,M,Wales,Lower Than A Level,70-80%,35-55,0,N,0,130.0,1.6883116883116882,55.4,5.0,5.0,0.0
AAA,2013J,281589,M,North Western Region,HE Qualification,30-40%,0-35,0,N,0,59.0,2.107142857142857,0.0,0.0,0.0,0.0
AAA,2013J,282821,M,South West Region,A Level or Equivalent,30-40%,35-55,0,N,1,1961.0,4.102510460251046,60.6,5.0,5.0,0.0
AAA,2013J,286488,M,South East Region,A Level or Equivalent,90-100%,35-55,0,N,1,1046.0,3.683098591549296,71.0,5.0,5.0,0.0
AAA,2013J,287548,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,N,1,483.0,3.3541666666666665,67.8,5.0,5.0,0.0
AAA,2013J,290201,M,Wales,A Level or Equivalent,20-30%,0-35,0,N,1,1740.0,3.5080645161290325,70.4,5.0,5.0,0.0
AAA,2013J,290757,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,N,1,652.0,4.261437908496732,75.0,5.0,5.0,0.0
AAA,2013J,291334,M,South East Region,A Level or Equivalent,90-100%,35-55,0,N,1,5231.0,2.78392762107504,83.6,5.0,5.0,0.0
AAA,2013J,292923,F,South East Region,A Level or Equivalent,90-100%,35-55,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
AAA,2013J,293699,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,N,1,187.0,1.6403508771929824,46.75,4.0,3.0,0.0
AAA,2013J,294570,M,South East Region,HE Qualification,90-100%,55<=,0,N,1,1775.0,4.052511415525114,78.2,5.0,5.0,0.0
AAA,2013J,294594,M,South East Region,A Level or Equivalent,90-100%,0-35,0,N,1,865.0,3.37890625,52.8,5.0,5.0,0.0
AAA,2013J,295741,M,South East Region,A Level or Equivalent,40-50%,35-55,0,N,0,709.0,2.3633333333333333,50.2,5.0,4.0,0.0
AAA,2013J,296332,M,South Region,Post Graduate Qualification,90-100%,55<=,0,N,1,2152.0,4.211350293542075,86.8,5.0,5.0,0.0
AAA,2013J,298696,F,South East Region,HE Qualification,80-90%,0-35,0,N,1,514.0,2.557213930348259,80.8,5.0,5.0,0.0
AAA,2013J,300398,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,N,1,1997.0,3.443103448275862,78.8,5.0,5.0,0.0
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,N,0,513.0,3.109090909090909,58.666666666666664,3.0,3.0,0.0
AAA,2013J,305152,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,N,0,146.0,3.3181818181818183,64.0,1.0,1.0,0.0
AAA,2013J,305386,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,Y,1,1277.0,3.470108695652174,78.0,5.0,5.0,0.0
AAA,2013J,305539,F,Wales,Lower Than A Level,80-90%,0-35,0,N,0,68.0,2.6153846153846154,0.0,0.0,0.0,0.0
AAA,2013J,306107,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,N,1,987.0,3.0652173913043477,58.2,5.0,5.0,0.0
AAA,2013J,306466,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,N,1,1220.0,3.2275132275132274,82.0,5.0,5.0,0.0
AAA,2013J,306897,F,London Region,A Level or Equivalent,10-20,0-35,0,N,1,2742.0,2.4658273381294964,62.6,5.0,4.0,0.0
AAA,2013J,307061,F,East Midlands Region,HE Qualification,10-20,0-35,0,N,1,1081.0,2.6957605985037407,81.2,5.0,5.0,0.0
AAA,2013J,307866,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,N,1,1476.0,3.9151193633952253,60.0,4.0,4.0,0.0
AAA,2013J,311917,M,South West Region,A Level or Equivalent,60-70%,55<=,0,N,1,2230.0,3.204022988505747,59.2,5.0,5.0,0.0
AAA,2013J,312537,M,South Region,Post Graduate Qualification,90-100%,55<=,0,N,1,12882.0,7.02016348773842,87.8,5.0,5.0,0.0
AAA,2013J,312782,M,South Region,A Level or Equivalent,90-100%,0-35,0,N,1,281.0,2.650943396226415,61.8,5.0,5.0,0.0
AAA,2013J,318933,F,East Anglian Region,HE Qualification,80-90%,0-35,0,N,1,1281.0,2.784782608695652,66.6,5.0,5.0,0.0
AAA,2013J,319047,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,N,1,6589.0,3.4086911536471804,78.4,5.0,5.0,0.0
AAA,2013J,321942,M,South Region,HE Qualification,90-100%,55<=,0,N,1,10083.0,4.727144866385372,80.4,5.0,5.0,0.0
AAA,2013J,324002,M,East Anglian Region,HE Qualification,40-50%,35-55,0,N,1,1901.0,3.1163934426229507,80.4,5.0,5.0,0.0
AAA,2013J,324084,F,South West Region,A Level or Equivalent,10-20,35-55,0,N,1,1961.0,3.9696356275303644,57.6,5.0,4.0,0.0
AAA,2013J,324282,M,South East Region,A Level or Equivalent,90-100%,0-35,0,N,1,133.0,1.7972972972972974,61.2,5.0,4.0,0.0
AAA,2013J,331358,F,South Region,HE Qualification,90-100%,35-55,0,N,0,2376.0,4.50853889943074,84.0,1.0,1.0,0.0
AAA,2013J,332789,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,N,1,1655.0,3.6941964285714284,74.4,5.0,5.0,0.0
AAA,2013J,333059,M,Scotland,A Level or Equivalent,20-30%,0-35,0,N,1,301.0,2.213235294117647,65.8,5.0,5.0,0.0
AAA,2013J,333323,M,Scotland,HE Qualification,80-90%,0-35,0,N,1,648.0,3.640449438202247,74.4,5.0,5.0,0.0
AAA,2013J,334259,F,London Region,A Level or Equivalent,50-60%,0-35,0,N,0,332.0,2.721311475409836,53.0,2.0,2.0,0.0
AAA,2013J,334333,F,South West Region,A Level or Equivalent,0-10%,0-35,0,Y,0,303.0,3.03,36.0,1.0,0.0,0.0
AAA,2013J,335764,F,South East Region,A Level or Equivalent,20-30%,0-35,0,N,0,2286.0,3.1272229822161424,86.33333333333333,3.0,3.0,0.0
AAA,2013J,336207,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,N,1,1316.0,3.323232323232323,68.2,5.0,5.0,0.0
AAA,2013J,339972,M,North Region,A Level or Equivalent,80-90%,0-35,0,N,1,333.0,2.664,49.8,5.0,4.0,0.0
AAA,2013J,341872,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,N,0,201.0,1.7787610619469028,64.2,5.0,5.0,0.0
AAA,2013J,342007,F,West Midlands Region,HE Qualification,70-80%,0-35,0,N,0,880.0,3.8596491228070176,75.0,1.0,1.0,0.0
AAA,2013J,342514,M,Scotland,Lower Than A Level,50-60%,55<=,0,N,1,1950.0,4.3624161073825505,77.2,5.0,5.0,0.0
AAA,2013J,342972,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,N,1,838.0,2.5944272445820435,60.4,5.0,5.0,0.0
AAA,2013J,343446,M,Ireland,HE Qualification,70-80%,35-55,0,N,1,3644.0,2.9942481511914543,78.4,5.0,5.0,0.0
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,N,0,65.0,1.2264150943396226,49.2,5.0,5.0,0.0
AAA,2013J,345068,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,Y,1,547.0,2.568075117370892,78.0,5.0,5.0,0.0
AAA,2013J,345357,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,N,1,2219.0,3.010854816824966,80.4,5.0,5.0,0.0
AAA,2013J,346025,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,N,1,569.0,2.0919117647058822,82.4,5.0,5.0,0.0
AAA,2013J,346843,F,Scotland,HE Qualification,50-60%,35-55,0,N,0,164.0,4.1,0.0,0.0,0.0,0.0
AAA,2013J,350188,M,North Western Region,HE Qualification,80-90%,35-55,0,N,1,761.0,2.4082278481012658,73.8,5.0,5.0,0.0
AAA,2013J,354858,M,South Region,HE Qualification,90-100%,35-55,0,N,0,198.0,4.304347826086956,0.0,0.0,0.0,0.0
AAA,2013J,357668,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,N,0,166.0,1.8863636363636365,57.0,3.0,3.0,0.0
AAA,2013J,364177,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,N,0,821.0,3.3925619834710745,69.0,4.0,4.0,0.0
AAA,2013J,365244,F,London Region,A Level or Equivalent,0-10%,0-35,0,N,1,891.0,2.2109181141439205,56.4,5.0,5.0,0.0
AAA,2013J,365642,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,N,1,2129.0,2.8198675496688743,70.0,5.0,5.0,0.0
AAA,2013J,366483,M,South West Region,HE Qualification,40-50%,0-35,0,N,1,1465.0,3.002049180327869,76.8,5.0,5.0,0.0
AAA,2013J,368194,F,South West Region,A Level or Equivalent,50-60%,0-35,0,Y,1,437.0,2.5857988165680474,50.4,5.0,5.0,0.0
AAA,2013J,368824,M,Wales,HE Qualification,50-60%,35-55,0,N,0,292.0,2.3548387096774195,55.6,5.0,4.0,0.0
AAA,2013J,368963,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,N,1,677.0,3.008888888888889,66.4,5.0,5.0,0.0
AAA,2013J,376439,M,North Region,HE Qualification,0,0-35,0,N,1,2342.0,3.0775295663600524,87.0,5.0,5.0,0.0
AAA,2013J,376581,F,South Region,A Level or Equivalent,80-90%,35-55,0,N,1,2333.0,3.7208931419457736,72.8,5.0,5.0,0.0
AAA,2013J,380953,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,N,1,1062.0,2.839572192513369,67.8,5.0,5.0,0.0
AAA,2013J,383254,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,N,1,543.0,1.9963235294117647,75.6,5.0,5.0,0.0
AAA,2013J,386924,M,Ireland,Lower Than A Level,0,0-35,0,N,1,164.0,1.7083333333333333,67.8,5.0,5.0,0.0
AAA,2013J,386952,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,N,1,910.0,2.549019607843137,68.0,5.0,5.0,0.0
AAA,2013J,388722,F,London Region,Lower Than A Level,80-90%,35-55,0,N,1,671.0,3.0225225225225225,63.8,5.0,5.0,0.0
AAA,2013J,388885,M,South West Region,A Level or Equivalent,90-100%,35-55,0,N,1,875.0,3.5714285714285716,60.6,5.0,5.0,0.0
AAA,2013J,390890,M,Scotland,A Level or Equivalent,0-10%,0-35,0,N,0,639.0,2.944700460829493,69.66666666666667,3.0,3.0,0.0
AAA,2013J,392756,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,N,0,363.0,2.1736526946107784,45.0,5.0,3.0,0.0
AAA,2013J,392931,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,N,1,3003.0,3.1346555323590812,68.4,5.0,5.0,0.0
AAA,2013J,393207,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,N,1,876.0,3.6962025316455698,74.2,5.0,5.0,0.0
