id_student,label,sum_clicks,avg_clicks_per_day,avg_score,num_assessments,num_passed_assessments
350188,1,761.0,2.4082278481012658,73.8,5.0,5.0
357668,0,166.0,1.8863636363636365,57.0,3.0,3.0
364177,0,821.0,3.3925619834710745,69.0,4.0,4.0
365244,1,891.0,2.2109181141439205,56.4,5.0,5.0
365642,1,2129.0,2.8198675496688743,70.0,5.0,5.0
366483,1,1465.0,3.002049180327869,76.8,5.0,5.0
368194,1,437.0,2.5857988165680474,50.4,5.0,5.0
368824,0,292.0,2.3548387096774195,55.6,5.0,4.0
368963,1,677.0,3.008888888888889,66.4,5.0,5.0
376439,1,2342.0,3.0775295663600524,87.0,5.0,5.0
376581,1,2333.0,3.7208931419457736,72.8,5.0,5.0
380953,1,1062.0,2.839572192513369,67.8,5.0,5.0
383254,1,543.0,1.9963235294117647,75.6,5.0,5.0
386924,1,164.0,1.7083333333333333,67.8,5.0,5.0
386952,1,910.0,2.549019607843137,68.0,5.0,5.0
388722,1,671.0,3.0225225225225225,63.8,5.0,5.0
388885,1,875.0,3.5714285714285716,60.6,5.0,5.0
392756,0,363.0,2.1736526946107784,45.0,5.0,3.0
392931,1,3003.0,3.1346555323590812,68.4,5.0,5.0
393207,1,876.0,3.6962025316455698,74.2,5.0,5.0
396872,1,996.0,3.244299674267101,61.4,5.0,5.0
398552,0,1183.0,3.6625386996904026,46.4,5.0,5.0
401869,1,955.0,2.7130681818181817,65.0,5.0,5.0
402470,1,1445.0,4.176300578034682,72.6,5.0,5.0
404804,1,509.0,3.348684210526316,43.8,5.0,4.0
405088,1,1388.0,3.393643031784841,77.2,5.0,5.0
414117,1,807.0,2.5062111801242235,76.4,5.0,5.0
420087,0,342.0,2.4963503649635035,76.0,3.0,3.0
429958,1,411.0,3.288,58.4,5.0,5.0
441018,1,646.0,2.636734693877551,59.8,5.0,5.0
441888,1,739.0,2.7169117647058822,70.6,5.0,5.0
444677,1,1241.0,2.447731755424063,87.6,5.0,5.0
489455,1,2832.0,3.504950495049505,70.6,5.0,5.0
494424,0,58.0,2.761904761904762,0.0,0.0,0.0
495284,1,901.0,3.9004329004329006,66.6,5.0,5.0
498857,1,998.0,2.91812865497076,73.0,5.0,5.0
508818,1,1129.0,4.12043795620438,71.8,5.0,5.0
512460,1,521.0,2.217021276595745,72.4,5.0,5.0
544103,1,2328.0,3.2605042016806722,81.0,5.0,5.0
550383,1,910.0,3.8559322033898304,72.0,5.0,5.0
564450,0,224.0,2.5454545454545454,59.2,5.0,5.0
572652,1,780.0,3.9,73.2,5.0,5.0
580389,1,1271.0,4.022151898734177,71.4,5.0,5.0
581129,0,194.0,2.5526315789473686,40.0,2.0,1.0
588775,1,7067.0,4.077899596076168,82.8,5.0,5.0
591774,1,605.0,2.8947368421052633,76.2,5.0,5.0
606143,0,406.0,3.147286821705426,66.0,2.0,2.0
704156,1,3064.0,4.129380053908355,66.0,5.0,5.0
705379,1,5680.0,3.941707147814018,80.8,5.0,5.0
749412,1,4007.0,3.404418011894647,72.0,5.0,5.0
760729,1,7288.0,3.984691088026244,81.2,5.0,5.0
905042,1,3004.0,3.4331428571428573,76.4,5.0,5.0
949618,1,1357.0,2.4275491949910553,61.8,5.0,5.0
958987,1,1216.0,3.1099744245524295,77.2,5.0,5.0
968578,1,870.0,3.246268656716418,72.0,5.0,5.0
971027,1,3098.0,4.076315789473684,68.0,5.0,5.0
978739,1,5988.0,5.238845144356955,56.6,5.0,5.0
1035023,1,1896.0,3.3146853146853146,70.0,5.0,5.0
1105478,1,1695.0,3.310546875,82.6,5.0,5.0
1401935,0,240.0,2.823529411764706,35.0,2.0,1.0
1402638,1,910.0,2.935483870967742,75.2,5.0,5.0
1414443,0,1907.0,4.80352644836272,59.0,2.0,2.0
1465690,1,3460.0,3.4808853118712273,81.8,5.0,5.0
1488959,1,3493.0,4.844660194174757,61.8,5.0,5.0
1518989,1,4202.0,3.5519864750633983,73.0,5.0,5.0
1618738,1,723.0,4.918367346938775,79.6,5.0,5.0
1620151,0,998.0,4.577981651376147,77.5,2.0,2.0
1626710,1,6025.0,3.584176085663296,84.6,5.0,5.0
1640609,1,5061.0,3.531751570132589,85.0,5.0,5.0
1729319,1,2756.0,3.6026143790849674,78.2,5.0,5.0
1746134,1,1759.0,3.2940074906367043,83.8,5.0,5.0
1765788,1,7057.0,4.122079439252336,66.2,5.0,5.0
1801229,1,1443.0,3.8894878706199463,76.8,5.0,5.0
1801641,1,459.0,3.425373134328358,77.4,5.0,5.0
1847830,1,6518.0,4.016019716574245,71.0,5.0,5.0
1860318,1,5975.0,4.499246987951807,62.6,5.0,5.0
1889511,1,1754.0,3.0504347826086957,72.0,5.0,5.0
1889577,1,931.0,3.03257328990228,73.6,5.0,5.0
1894188,1,4294.0,8.763265306122449,70.4,5.0,5.0
1938355,1,1992.0,3.2817133443163096,73.0,5.0,5.0
1942396,1,470.0,2.8658536585365852,53.6,5.0,5.0
1976139,1,1216.0,3.4350282485875705,67.25,4.0,4.0
2011876,1,1401.0,3.343675417661098,76.0,5.0,5.0
2012966,1,519.0,3.5067567567567566,78.4,5.0,5.0
2051699,1,1734.0,3.931972789115646,66.6,5.0,5.0
2062879,0,2386.0,3.2330623306233064,61.2,5.0,5.0
2080474,1,1146.0,3.1745152354570636,69.6,5.0,5.0
2083877,1,685.0,2.6550387596899223,67.8,5.0,5.0
2084066,0,1967.0,4.230107526881721,59.75,4.0,4.0
2104505,1,701.0,3.5583756345177666,65.6,5.0,5.0
2122180,1,4712.0,4.822927328556807,82.4,5.0,5.0
2143752,1,1888.0,5.363636363636363,52.6,5.0,5.0
2146792,1,2385.0,3.3125,70.0,5.0,5.0
2153153,1,3385.0,4.123020706455542,62.2,5.0,5.0
2155014,1,1454.0,4.751633986928105,73.8,5.0,5.0
2164705,0,231.0,3.039473684210526,70.0,1.0,1.0
2171627,1,1346.0,3.3819095477386933,69.0,5.0,5.0
2182846,1,4214.0,3.046999276934201,66.0,5.0,5.0
2194100,1,1401.0,3.228110599078341,67.2,5.0,5.0
2197016,1,1455.0,3.5060240963855422,75.6,5.0,5.0
2208424,1,1080.0,2.8877005347593583,71.2,5.0,5.0
2229865,1,3236.0,3.5521405049396266,76.4,5.0,5.0
2268379,1,1685.0,2.7003205128205128,83.0,5.0,5.0
2278464,1,307.0,2.765765765765766,51.4,5.0,4.0
2293923,1,303.0,2.7545454545454544,61.2,5.0,5.0
2329342,1,565.0,2.9123711340206184,57.2,5.0,5.0
2339528,1,593.0,3.825806451612903,80.0,5.0,5.0
2342426,0,1814.0,3.501930501930502,73.2,5.0,5.0
2344901,0,445.0,3.0902777777777777,51.5,4.0,3.0
2358056,0,1588.0,2.9191176470588234,67.8,5.0,5.0
2364471,1,7182.0,3.220627802690583,83.4,5.0,5.0
2367155,1,2148.0,4.211764705882353,75.6,5.0,5.0
2369266,1,2146.0,4.470833333333333,50.6,5.0,5.0
2376496,1,749.0,2.480132450331126,73.4,5.0,5.0
2411661,0,574.0,4.592,46.8,5.0,5.0
2412002,1,3344.0,3.4262295081967213,82.8,5.0,5.0
2412967,1,2458.0,3.5214899713467047,77.6,5.0,5.0
2437837,1,2684.0,3.970414201183432,74.4,5.0,5.0
2449878,1,622.0,2.3831417624521074,60.6,5.0,5.0
2456480,0,183.0,2.506849315068493,24.666666666666668,3.0,1.0
2457256,1,1611.0,3.7905882352941176,70.0,5.0,5.0
2458355,1,4187.0,3.647212543554007,90.6,5.0,5.0
2460080,1,3424.0,4.919540229885057,78.8,5.0,5.0
2461190,0,967.0,4.063025210084033,56.0,2.0,2.0
2469673,0,523.0,3.16969696969697,44.5,4.0,3.0
2479954,1,323.0,2.503875968992248,79.6,5.0,5.0
2481901,1,1949.0,3.9136546184738954,75.8,5.0,5.0
2482700,1,1616.0,3.9128329297820823,55.6,5.0,5.0
2486127,1,1690.0,2.9340277777777777,73.6,5.0,5.0
2498700,1,2864.0,3.3615023474178405,77.2,5.0,5.0
2516503,1,3070.0,2.888052681091251,79.4,5.0,5.0
2518069,1,1617.0,3.61744966442953,76.6,5.0,5.0
2521459,1,1078.0,2.9696969696969697,60.8,5.0,5.0
2523736,1,470.0,2.06140350877193,61.75,4.0,4.0
2529279,1,1189.0,3.5386904761904763,78.0,5.0,5.0
2532302,1,1216.0,3.3966480446927374,63.2,5.0,5.0
2536991,1,1080.0,2.7551020408163267,80.8,5.0,5.0
2550279,1,2809.0,4.2368024132730016,62.6,5.0,5.0
2551220,1,1327.0,2.6381709741550696,64.8,5.0,5.0
2555340,1,4441.0,4.2784200385356455,80.6,5.0,5.0
2557283,1,7262.0,4.0165929203539825,81.2,5.0,5.0
2559575,1,650.0,2.981651376146789,71.2,5.0,5.0
2562034,1,248.0,3.701492537313433,65.4,5.0,5.0
2566163,1,1591.0,3.824519230769231,71.8,5.0,5.0
2566592,1,1359.0,3.511627906976744,71.8,5.0,5.0
2574528,1,988.0,2.494949494949495,75.4,5.0,5.0
2574583,1,1890.0,4.41588785046729,70.8,5.0,5.0
2578995,1,1326.0,2.779874213836478,79.6,5.0,5.0
2586560,1,2905.0,3.9849108367626886,73.6,5.0,5.0
2594139,1,1868.0,6.185430463576159,76.0,5.0,5.0
2598871,1,2049.0,3.73224043715847,72.6,5.0,5.0
2599352,1,1160.0,3.5365853658536586,76.4,5.0,5.0
2600688,1,582.0,3.9863013698630136,70.0,5.0,5.0
2606098,1,491.0,2.4797979797979797,71.4,5.0,5.0
2613116,1,1181.0,4.473484848484849,78.2,5.0,5.0
2617002,1,1473.0,3.482269503546099,64.8,5.0,5.0
2620584,0,92.0,3.1724137931034484,0.0,0.0,0.0
2639449,1,797.0,2.6303630363036303,56.0,4.0,4.0
2639540,1,1964.0,2.489226869455006,79.4,5.0,5.0
2639641,1,2042.0,3.251592356687898,65.6,5.0,5.0
2641155,1,4109.0,3.091798344620015,79.2,5.0,5.0
2643002,1,2434.0,3.104591836734694,51.2,5.0,4.0
2645733,1,1596.0,2.9392265193370166,82.6,5.0,5.0
2649826,1,5974.0,3.824583866837388,83.4,5.0,5.0
2650282,1,641.0,2.4653846153846155,84.2,5.0,5.0
2664024,1,808.0,2.8055555555555554,63.2,5.0,5.0
2666246,1,612.0,2.6493506493506493,76.0,5.0,5.0
2669816,0,280.0,2.0437956204379564,57.2,5.0,4.0
2671132,1,3720.0,5.446559297218156,68.8,5.0,5.0
2676809,0,309.0,2.3059701492537314,43.333333333333336,3.0,2.0
2678643,1,2287.0,3.929553264604811,71.4,5.0,5.0
2685865,1,2815.0,3.206150341685649,78.6,5.0,5.0
2688067,1,289.0,3.8533333333333335,67.8,5.0,5.0
2689958,1,3929.0,2.2528669724770642,81.6,5.0,5.0
2691206,1,2297.0,2.784242424242424,84.8,5.0,5.0
2691244,1,472.0,2.107142857142857,58.25,4.0,4.0
2694424,1,4218.0,3.3609561752988046,79.4,5.0,5.0
2698257,1,758.0,2.838951310861423,67.8,5.0,5.0
6516,1,2791.0,4.216012084592145,61.8,5.0,5.0
24734,1,499.0,2.1695652173913045,46.8,5.0,4.0
26192,1,2223.0,3.3732928679817906,86.2,5.0,5.0
28061,1,1590.0,2.3981900452488687,77.6,5.0,5.0
31600,1,429.0,3.4047619047619047,54.8,5.0,5.0
46844,1,340.0,2.0238095238095237,64.8,5.0,5.0
52765,1,4938.0,3.8043143297380584,63.0,5.0,5.0
55104,1,1480.0,2.8136882129277567,71.0,5.0,5.0
58071,1,3648.0,4.61188369152971,76.0,5.0,5.0
58316,1,1295.0,3.0760095011876483,73.4,5.0,5.0
62487,1,683.0,2.501831501831502,71.6,5.0,5.0
63165,1,912.0,2.6666666666666665,51.4,5.0,5.0
65002,0,176.0,3.142857142857143,67.0,4.0,4.0
70011,1,6396.0,3.4931731294374657,80.2,5.0,5.0
75255,1,950.0,2.8528528528528527,81.8,5.0,5.0
85092,1,665.0,2.8663793103448274,58.0,4.0,4.0
85144,1,656.0,2.1578947368421053,77.6,5.0,5.0
85302,1,2280.0,3.2995658465991315,71.2,5.0,5.0
94961,1,1240.0,2.973621103117506,65.33333333333333,6.0,6.0
101116,1,1769.0,2.6722054380664653,82.6,5.0,5.0
107489,1,3722.0,3.0684253915910964,82.0,5.0,5.0
108872,1,1377.0,3.6047120418848166,61.8,5.0,5.0
109155,1,3019.0,3.430681818181818,67.8,5.0,5.0
111512,0,439.0,3.06993006993007,0.0,0.0,0.0
117818,1,1695.0,3.6609071274298057,57.6,5.0,5.0
121349,1,2259.0,5.008869179600887,76.0,5.0,5.0
124064,1,2042.0,2.755735492577598,87.2,5.0,5.0
125018,1,2195.0,3.5749185667752443,64.8,5.0,5.0
130034,1,1831.0,2.8880126182965298,78.4,5.0,5.0
130547,1,1252.0,3.6184971098265897,58.4,5.0,5.0
130636,1,332.0,2.6141732283464565,60.0,5.0,5.0
131390,1,157.0,2.9622641509433962,78.6,5.0,5.0
133816,1,4000.0,4.4543429844097995,65.4,5.0,5.0
133922,1,574.0,2.371900826446281,78.2,5.0,5.0
135400,1,610.0,3.01980198019802,53.142857142857146,7.0,7.0
135471,1,2291.0,3.5796875,84.0,5.0,5.0
139033,0,790.0,2.7526132404181185,61.0,5.0,5.0
141377,1,756.0,3.024,48.833333333333336,6.0,4.0
141506,0,415.0,3.074074074074074,75.0,1.0,1.0
146503,1,368.0,1.7607655502392345,63.4,5.0,5.0
148993,1,3812.0,2.99685534591195,79.5,8.0,8.0
149741,1,2342.0,3.956081081081081,66.4,5.0,5.0
149962,1,141.0,2.0434782608695654,68.4,5.0,5.0
155984,1,2645.0,3.2816377171215882,78.14285714285714,7.0,7.0
164944,1,1300.0,2.272727272727273,62.4,5.0,5.0
165226,0,1062.0,4.871559633027523,77.0,1.0,1.0
167961,1,2129.0,3.46742671009772,76.0,5.0,5.0
174024,1,812.0,4.561797752808989,60.4,5.0,5.0
174094,1,4841.0,4.306939501779359,75.4,5.0,5.0
174745,1,1610.0,4.92354740061162,65.0,5.0,5.0
175447,1,3779.0,3.0402252614641996,69.6,5.0,5.0
183057,1,833.0,3.292490118577075,65.6,5.0,5.0
185350,0,236.0,2.5934065934065935,59.6,5.0,5.0
188278,1,4497.0,3.0160965794768613,71.66666666666667,6.0,6.0
199636,1,1836.0,3.5859375,75.8,5.0,5.0
199897,1,2135.0,3.01980198019802,69.4,5.0,4.0
200804,1,930.0,2.9245283018867925,66.0,5.0,5.0
205494,1,1114.0,4.740425531914894,66.4,5.0,5.0
228021,1,4028.0,3.2694805194805197,83.0,5.0,5.0
228383,1,2386.0,4.562141491395794,70.6,5.0,5.0
232307,1,702.0,3.7142857142857144,66.2,5.0,5.0
235068,1,2811.0,3.7833109017496636,59.6,5.0,5.0
235507,1,1257.0,2.1975524475524475,57.833333333333336,6.0,5.0
236875,1,201.0,1.7179487179487178,46.4,5.0,5.0
237274,1,2025.0,2.49691738594328,72.4,5.0,5.0
243510,0,549.0,2.758793969849246,43.6,5.0,2.0
244246,1,1365.0,3.211764705882353,67.2,5.0,5.0
248581,1,2883.0,3.7248062015503876,85.0,5.0,5.0
252073,1,865.0,2.5292397660818713,49.0,5.0,4.0
254625,1,1987.0,3.1741214057507987,82.8,5.0,5.0
258587,1,6609.0,5.195754716981132,80.6,5.0,5.0
260623,1,1178.0,2.923076923076923,70.2,5.0,5.0
263251,1,2485.0,4.6103896103896105,74.0,5.0,5.0
263543,1,1594.0,2.340675477239354,79.6,5.0,5.0
263952,1,1444.0,3.2522522522522523,88.8,5.0,5.0
266524,1,359.0,1.9617486338797814,53.8,5.0,5.0
268733,0,191.0,3.4107142857142856,43.0,2.0,1.0
273346,1,2080.0,3.146747352496218,81.8,5.0,5.0
275792,1,605.0,2.3091603053435112,73.0,5.0,5.0
277123,0,537.0,2.768041237113402,46.0,5.0,4.0
281077,1,895.0,2.4453551912568305,72.4,5.0,5.0
281636,1,2682.0,2.98,83.0,5.0,5.0
285315,1,1157.0,3.363372093023256,86.2,5.0,5.0
287040,1,2267.0,3.257183908045977,72.8,5.0,5.0
287204,1,1845.0,3.6462450592885376,73.6,5.0,5.0
287210,1,3275.0,3.7005649717514126,73.4,5.0,5.0
288994,0,134.0,4.466666666666667,0.0,0.0,0.0
289449,1,1336.0,3.219277108433735,75.2,5.0,5.0
290164,1,5805.0,4.111189801699717,66.0,5.0,5.0
292525,1,311.0,2.3208955223880596,84.6,5.0,5.0
292775,1,1859.0,2.75,81.6,5.0,5.0
293824,1,7901.0,4.367606412382532,60.0,5.0,5.0
294496,1,1422.0,2.562162162162162,80.6,5.0,5.0
294655,0,2219.0,4.049270072992701,77.6,5.0,5.0
295060,0,1097.0,1.8313856427378965,67.0,5.0,5.0
295075,1,1642.0,5.701388888888889,64.0,5.0,5.0
296424,1,1695.0,2.9173838209982788,77.2,5.0,5.0
298034,0,1681.0,4.470744680851064,72.8,5.0,5.0
298838,1,1604.0,2.9216757741347905,79.2,5.0,5.0
301967,1,193.0,1.6637931034482758,52.8,5.0,4.0
302476,1,1766.0,2.7044410413476263,85.2,5.0,5.0
303521,1,7163.0,6.738476011288805,80.4,5.0,5.0
303985,1,381.0,2.7214285714285715,74.8,5.0,5.0
304465,1,3553.0,3.442829457364341,75.6,5.0,5.0
306646,1,144.0,2.0,52.8,5.0,5.0
309142,1,560.0,2.3045267489711936,66.0,5.0,5.0
310412,1,2339.0,4.9872068230277184,76.0,5.0,5.0
311235,1,1168.0,3.528700906344411,65.8,5.0,5.0
311659,0,112.0,2.5454545454545454,0.0,0.0,0.0
313937,1,6965.0,3.7791644058600107,80.8,5.0,5.0
315076,1,1435.0,2.6973684210526314,68.6,5.0,5.0
315744,1,4574.0,4.037069726390115,82.4,5.0,5.0
323370,1,2141.0,3.1346998535871156,75.2,5.0,5.0
328024,1,2444.0,3.9934640522875817,55.8,5.0,4.0
329659,0,487.0,3.006172839506173,49.8,5.0,4.0
330594,1,1043.0,2.674358974358974,59.6,5.0,5.0
331358,1,6588.0,3.836924868957484,84.66666666666667,6.0,6.0
332884,1,1648.0,2.148631029986962,82.2,5.0,5.0
334441,0,283.0,2.1603053435114505,39.8,5.0,3.0
335247,1,604.0,2.4552845528455283,70.2,5.0,5.0
335764,1,3928.0,2.8567272727272726,86.875,8.0,8.0
338407,1,270.0,2.783505154639175,73.8,5.0,5.0
342007,1,3178.0,3.4543478260869565,82.33333333333333,6.0,6.0
345440,1,165.0,2.323943661971831,73.8,5.0,5.0
345519,1,1141.0,2.5640449438202246,77.4,5.0,5.0
346118,1,700.0,3.4653465346534653,72.6,5.0,5.0
348807,1,425.0,2.4285714285714284,76.6,5.0,5.0
350156,1,560.0,1.8481848184818481,52.2,5.0,5.0
350939,1,1427.0,3.1570796460176993,69.6,5.0,5.0
351336,1,944.0,2.210772833723653,64.6,5.0,5.0
353665,1,398.0,2.248587570621469,64.6,5.0,5.0
354170,0,945.0,3.0191693290734825,58.0,5.0,5.0
356170,1,768.0,3.1604938271604937,71.5,4.0,4.0
358182,1,1901.0,3.1630615640599,75.0,5.0,5.0
364957,1,1638.0,3.3225152129817443,59.6,5.0,5.0
371710,1,2960.0,4.8764415156507415,81.6,5.0,5.0
373872,1,1528.0,4.186301369863013,65.6,5.0,5.0
375260,1,829.0,1.5238970588235294,71.4,5.0,5.0
